intertidal_sitename,cbsSiteCode,SiteOrder,latitude,longitude,MPA_name,Type,survey_rep,year,final_classification,total_hits,total_points,percent_cover
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,undetermined,3,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,bossiella spp,2,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,cladophora columbiana,2,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,cystoseira osmundacea,2,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,dilsea californica,2,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,erythrophyllum delesserioides,2,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,lottia austrodigitalis/digitalis,2,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,onchidella borealis,2,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,prionitis lanceolata,2,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,pterosiphonia bipinnata,2,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,callithamnion pikeanum,1,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,cryptosiphonia woodii,1,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,drop,1,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,halosaccion glandiforme,1,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,littorina plena/scutulata,1,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,mastocarpus jardinii,1,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,mazzaella oregona,1,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,osmundea spectabilis,1,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,prionitis lyallii,1,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,styela montereyensis,1,731,0.00
Del Mar Landing,80,5140,38.7405128,-123.51086,Del Mar SMR,Reserve,1,2010,tegula funebralis,1,731,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,endocladia muricata,109,722,0.15
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,rock,74,722,0.10
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,chthamalus spp,57,722,0.08
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,odonthalia floccosa,46,722,0.06
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,mytilus californianus,36,722,0.05
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,mastocarpus papillatus,35,722,0.05
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,corallina spp,29,722,0.04
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,egregia menziesii,26,722,0.04
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,petrocelis spp,24,722,0.03
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,mazzaella cordata/splendens,22,722,0.03
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,anthopleura elegantissima,19,722,0.03
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,fucus spp,18,722,0.02
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,cryptopleura/hymenena spp,17,722,0.02
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,neorhodomela larix,16,722,0.02
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,sand,15,722,0.02
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,encrusting coralline,14,722,0.02
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,alaria marginata,13,722,0.02
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,prionitis lanceolata,13,722,0.02
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,strongylocentrotus purpuratus,12,722,0.02
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,pelvetiopsis spp,10,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,anthopleura xanthogrammica,9,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,cryptosiphonia woodii,9,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,ralfsiaceae,9,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,bossiella spp,8,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,hedophyllum sessile,7,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,silvetia compressa,7,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,balanus glandula,5,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,pollicipes polymerus,5,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,calliarthron spp,4,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,cladophora columbiana,4,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,laminaria setchellii,4,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,phyllospadix scouleri,4,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,postelsia palmaeformis,4,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,pterosiphonia bipinnata,4,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,tegula funebralis,4,722,0.01
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,mastocarpus jardinii,3,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,costaria costata,2,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,dodecaceria spp,2,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,hildenbrandia/peyssonnelia spp,2,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,katharina tunicata,2,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,lottia scabra/conus,2,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,pisaster ochraceus,2,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,centroceras/ceramium/corallophila spp,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,cystoseira osmundacea,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,desmarestia ligulata,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,erythrophyllum delesserioides,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,gelidium coulteri,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,haliclona spp,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,halosaccion glandiforme,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,halymenia/schizymenia spp,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,no data,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,nucella emarginata/ostrina,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,porphyra spp,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,prionitis lyallii,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,pugettia producta,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,semibalanus cariosus,1,722,0.00
Sea Ranch,13,5150,38.7304974,-123.4886,,Reference,3,2010,tetraclita rubescens,1,722,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,mytilus californianus,145,742,0.20
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,rock,100,742,0.13
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,chthamalus spp,94,742,0.13
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,corallina spp,65,742,0.09
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,postelsia palmaeformis,31,742,0.04
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,endocladia muricata,26,742,0.04
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,hedophyllum sessile,24,742,0.03
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,undetermined,24,742,0.03
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,cryptopleura/hymenena spp,22,742,0.03
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,odonthalia floccosa,22,742,0.03
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,pollicipes polymerus,22,742,0.03
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,alaria marginata,17,742,0.02
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,bossiella spp,16,742,0.02
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,encrusting coralline,11,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,microcladia borealis,11,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,mazzaella cordata/splendens,10,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,ralfsiaceae,9,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,mastocarpus papillatus,7,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,plocamium violaceum,7,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,strongylocentrotus purpuratus,7,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,lottia austrodigitalis/digitalis,6,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,lottia scabra/conus,6,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,petrocelis spp,6,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,lottia pelta,5,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,phyllospadix scouleri,5,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,dilsea californica,4,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,hildenbrandia/peyssonnelia spp,4,742,0.01
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,acrosiphonia spp,3,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,egregia menziesii,3,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,prionitis lanceolata,3,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,anthopleura xanthogrammica,2,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,katharina tunicata,2,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,littorina plena/scutulata,2,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,lottia paradigitalis/strigatella,2,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,porphyra spp,2,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,tetraclita rubescens,2,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,analipus japonicus,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,anthopleura elegantissima,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,balanus glandula,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,cladophora columbiana,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,diatoms,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,dodecaceria spp,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,erythrophyllum delesserioides,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,halymenia/schizymenia spp,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,laminaria setchellii,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,leptasterias spp,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,littorina keenae,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,osmundea spectabilis,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,pelvetiopsis spp,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,polysiphonia spp,1,742,0.00
Phillips Gulch,81,5160,38.5858523,-123.34147,Salt Point SMCA,Reserve,1,2010,semibalanus cariosus,1,742,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,rock,268,997,0.27
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,odonthalia floccosa,92,997,0.09
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,hedophyllum sessile,79,997,0.08
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,corallina spp,75,997,0.08
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,chthamalus spp,53,997,0.05
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,mytilus californianus,53,997,0.05
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,bluegreenalgae,46,997,0.05
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,cryptopleura/hymenena spp,38,997,0.04
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,egregia menziesii,36,997,0.04
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,mazzaella cordata/splendens,36,997,0.04
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,encrusting coralline,27,997,0.03
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,ralfsiaceae,21,997,0.02
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,alaria marginata,20,997,0.02
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,mastocarpus papillatus,14,997,0.01
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,petrocelis spp,13,997,0.01
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,pollicipes polymerus,10,997,0.01
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,endocladia muricata,9,997,0.01
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,balanus glandula,8,997,0.01
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,lottia scabra/conus,8,997,0.01
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,callithamnion pikeanum,7,997,0.01
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,cladophora columbiana,6,997,0.01
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,lottia pelta,6,997,0.01
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,prionitis lanceolata,6,997,0.01
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,mazzaella oregona,5,997,0.01
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,lottia austrodigitalis/digitalis,4,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,microcladia borealis,4,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,tetraclita rubescens,4,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,diatoms,3,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,erythrophyllum delesserioides,3,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,gelidium coulteri,3,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,littorina keenae,3,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,onchidella borealis,3,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,pterosiphonia bipinnata,3,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,undetermined,3,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,anthopleura elegantissima,2,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,hildenbrandia/peyssonnelia spp,2,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,katharina tunicata,2,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,lottia paradigitalis/strigatella,2,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,semibalanus cariosus,2,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,silvetia compressa,2,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,ulva spp,2,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,anthopleura xanthogrammica,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,bossiella spp,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,colpomenia/leathesia spp,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,dodecaceria spp,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,fucus spp,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,gloiopeltis furcata,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,halosaccion glandiforme,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,laminaria setchellii,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,lottia gigantea,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,neoptilota/ptilota spp,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,neorhodomela larix,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,nuttallina spp,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,plocamium violaceum,1,997,0.00
Gerstle Cove,82,5170,38.5661362,-123.32919,Gerstle Cove SMR,Reserve,1,2010,polysiphonia spp,1,997,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,egregia menziesii,133,964,0.14
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,mazzaella cordata/splendens,128,964,0.13
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,odonthalia floccosa,83,964,0.09
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,rock,74,964,0.08
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,mastocarpus papillatus,58,964,0.06
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,endocladia muricata,45,964,0.05
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,laminaria setchellii,36,964,0.04
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,bossiella spp,34,964,0.04
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,chthamalus spp,30,964,0.03
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,hedophyllum sessile,26,964,0.03
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,ulva spp,26,964,0.03
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,mytilus californianus,24,964,0.02
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,cystoseira osmundacea,19,964,0.02
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,prionitis lanceolata,19,964,0.02
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,pelvetiopsis spp,18,964,0.02
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,cryptopleura/hymenena spp,17,964,0.02
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,corallina spp,16,964,0.02
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,chondracanthus canaliculatus,15,964,0.02
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,mazzaella linearis,15,964,0.02
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,petrocelis spp,13,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,calliarthron spp,10,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,acrosiphonia spp,9,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,fucus spp,9,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,mazzaella oregona,9,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,callithamnion pikeanum,8,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,porphyra spp,7,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,bluegreenalgae,6,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,encrusting coralline,6,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,gloiopeltis furcata,6,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,phyllospadix scouleri,6,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,halosaccion glandiforme,5,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,nereocystis luetkeana,5,964,0.01
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,cryptosiphonia woodii,4,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,hildenbrandia/peyssonnelia spp,4,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,lottia scabra/conus,4,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,microcladia borealis,4,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,chondracanthus corymbiferus/exaspertata,3,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,gastroclonium subarticulatum,3,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,laminaria sinclairii,3,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,alaria marginata,2,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,cryptochiton stelleri,2,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,dictyoneurum californicum,2,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,erythrophyllum delesserioides,2,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,grateloupia californica,2,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,osmundea spectabilis,2,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,silvetia compressa,2,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,anthopleura xanthogrammica,1,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,balanus glandula,1,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,epiactis prolifera,1,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,halichondria panicea,1,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,halymenia/schizymenia spp,1,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,onchidella borealis,1,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,polyneura latissima,1,964,0.00
